,-20%,Base,20%,parameter
average_evac_time,4.664519462680426,52.98560325471234,-3.3973877697928154,phase_change_factor
hotel_choice,-2.6758756038647307,176.64,0.5208333333333424,phase_change_factor
friends_choice,-0.7320167510581536,593.7933333333333,0.7174213250401359,phase_change_factor
shelter_choice,-1.4011799410029488,45.2,0.014749262536859742,phase_change_factor
stay_choice,-3.0244625648628705,134.9,1.1959476155176543,phase_change_factor
