,-20%,Base,20%,parameter
average_evac_time,-5.845682929404479,53.14781840322233,5.917767027000389,RA_base
hotel_choice,3.487840207364486,174.89333333333335,-8.698635358694826,RA_base
friends_choice,3.3216704795227203,594.48,-6.856412326739333,RA_base
shelter_choice,1.255724626975927,45.126666666666665,-13.266361353227946,RA_base
stay_choice,2.574559033066383,135.68666666666667,-10.180317397926594,RA_base
