,-20%,Base,20%,parameter
average_evac_time,-0.192515027976103,53.058287203110154,-0.0718090710093461,threshold_strength_RI
hotel_choice,-0.5683755825849721,175.94,-0.2349285741351182,threshold_strength_RI
friends_choice,0.14668174540079973,595.3933333333333,0.22730071997223456,threshold_strength_RI
shelter_choice,2.6909200240529207,44.346666666666664,2.615754660252564,threshold_strength_RI
stay_choice,-1.0848028531801128,134.58666666666667,-1.0947097285516116,threshold_strength_RI
