,-20%,Base,20%,parameter
average_evac_time,2.031063912513999,53.08849540307009,-1.4206639677519346,media_weight_trust
hotel_choice,1.3151875571820741,174.88,-0.6023177798109227,media_weight_trust
friends_choice,0.016754347753245774,596.86,0.0033508695506453455,media_weight_trust
shelter_choice,-1.0692010692010623,44.89333333333333,-0.34155034155033165,media_weight_trust
stay_choice,-1.2125143455915195,133.60666666666665,0.70854747767079,media_weight_trust
