,-20%,Base,20%,parameter
average_evac_time,-0.3814038388393739,53.17391886493374,-0.13064497061724062,action_comm_value
hotel_choice,0.45406387165128537,176.18666666666667,0.045406387165134995,action_comm_value
friends_choice,0.08960974954076405,595.1733333333333,0.22290425198262312,action_comm_value
shelter_choice,-0.8989095195991739,45.24,-1.19363395225464,action_comm_value
stay_choice,-0.8718612993224321,133.81333333333333,-0.9266640095655707,action_comm_value
