,-20%,Base,20%,parameter
average_evac_time,0.288716627424689,53.00039572905968,0.18504734156231747,comm_watch_value_imm
hotel_choice,0.30130821160227556,174.79333333333332,-0.7818757389679122,comm_watch_value_imm
friends_choice,0.02913883534315843,594.8533333333334,0.5323441072309077,comm_watch_value_imm
shelter_choice,-1.5259409969481241,45.873333333333335,-2.8484231943031495,comm_watch_value_imm
stay_choice,0.014944704593013525,133.82666666666665,0.7223273886619522,comm_watch_value_imm
