,-20%,Base,20%,parameter
average_evac_time,0.2662150257919738,53.04210641529194,0.039438837204350236,coeff_action_comm
hotel_choice,0.40894324479266475,174.43333333333334,1.0280909612077138,coeff_action_comm
friends_choice,0.28020585641404655,597.18,-0.3907252977884822,coeff_action_comm
shelter_choice,1.8212427303336303,43.56,3.657790021426386,coeff_action_comm
stay_choice,-0.8079306071871175,134.5,-0.46096654275093274,coeff_action_comm
