,-20%,Base,20%,parameter
average_evac_time,-0.309341263610863,53.21199613889666,0.09989625944545732,comm_warning_value_risk
hotel_choice,-1.892220869757672,180.74,1.5713179152373593,comm_warning_value_risk
friends_choice,-1.0290589755001363,614.1533333333333,-0.005427526242084445,comm_warning_value_risk
shelter_choice,-0.8021000437509125,45.71333333333333,4.302172961936711,comm_warning_value_risk
stay_choice,-0.9242936776406813,139.92666666666668,1.0862832912477833,comm_warning_value_risk
