,RunId,iteration,Step,outcome_collection,watch_shift,communication_timing,media_weight_trust,media_weight_perc,RA_base,phase_0,phase_1,phase_2,evac_agents,average_evac_time,hotel_choice,friends_choice,shelter_choice,stay_choice
0,11,11,0,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
1,11,11,1,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
2,11,11,2,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
3,11,11,3,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
4,11,11,4,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
5,11,11,5,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
6,11,11,6,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
7,11,11,7,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
8,11,11,8,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
9,11,11,9,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
10,11,11,10,SingleRun,0,12,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
11,11,11,11,SingleRun,0,12,0.04,0.2,0.75,942,58,0,0,0.0,0,0,0,0
12,11,11,12,SingleRun,0,12,0.04,0.2,0.75,911,89,0,0,0.0,0,0,0,0
13,11,11,13,SingleRun,0,12,0.04,0.2,0.75,491,502,7,0,0.0,0,0,0,0
14,11,11,14,SingleRun,0,12,0.04,0.2,0.75,249,717,34,0,0.0,0,0,0,0
15,11,11,15,SingleRun,0,12,0.04,0.2,0.75,172,759,69,0,0.0,0,0,0,0
16,11,11,16,SingleRun,0,12,0.04,0.2,0.75,153,773,74,1,0.0,0,0,0,1
17,11,11,17,SingleRun,0,12,0.04,0.2,0.75,150,768,81,0,0.0,0,0,0,1
18,11,11,18,SingleRun,0,12,0.04,0.2,0.75,149,768,82,0,0.0,0,0,0,1
19,11,11,19,SingleRun,0,12,0.04,0.2,0.75,139,766,94,1,0.0,1,0,0,1
20,11,11,20,SingleRun,0,12,0.04,0.2,0.75,135,767,96,0,0.0,1,0,0,1
21,11,11,21,SingleRun,0,12,0.04,0.2,0.75,127,767,104,0,0.0,1,0,0,1
22,11,11,22,SingleRun,0,12,0.04,0.2,0.75,123,769,106,0,0.0,1,0,0,1
23,11,11,23,SingleRun,0,12,0.04,0.2,0.75,111,777,110,0,0.0,1,0,0,1
24,11,11,24,SingleRun,0,12,0.04,0.2,0.75,102,779,117,1,0.0,2,0,0,1
25,11,11,25,SingleRun,0,12,0.04,0.2,0.75,38,784,175,1,0.0,3,0,0,1
26,11,11,26,SingleRun,0,12,0.04,0.2,0.75,20,749,227,2,0.0,5,0,0,1
27,11,11,27,SingleRun,0,12,0.04,0.2,0.75,16,743,235,2,0.0,5,0,1,2
28,11,11,28,SingleRun,0,12,0.04,0.2,0.75,14,739,239,1,0.0,5,1,1,2
29,11,11,29,SingleRun,0,12,0.04,0.2,0.75,11,742,238,3,0.0,6,2,1,3
30,11,11,30,SingleRun,0,12,0.04,0.2,0.75,11,742,235,4,0.0,7,4,2,3
31,11,11,31,SingleRun,0,12,0.04,0.2,0.75,11,739,234,2,0.0,8,5,2,3
32,11,11,32,SingleRun,0,12,0.04,0.2,0.75,11,738,233,2,0.0,8,6,2,4
33,11,11,33,SingleRun,0,12,0.04,0.2,0.75,11,738,231,2,0.0,8,8,2,4
34,11,11,34,SingleRun,0,12,0.04,0.2,0.75,9,732,237,2,0.0,8,10,2,4
35,11,11,35,SingleRun,0,12,0.04,0.2,0.75,7,730,239,1,0.0,9,10,2,4
36,11,11,36,SingleRun,0,12,0.04,0.2,0.75,4,718,253,3,0.0,11,10,2,5
37,11,11,37,SingleRun,0,12,0.04,0.2,0.75,1,705,266,3,0.0,11,12,3,5
38,11,11,38,SingleRun,0,12,0.04,0.2,0.75,1,699,269,3,0.0,12,13,4,5
39,11,11,39,SingleRun,0,12,0.04,0.2,0.75,1,699,266,6,0.0,14,15,4,7
40,11,11,40,SingleRun,0,12,0.04,0.2,0.75,1,699,260,7,0.0,15,17,6,9
41,11,11,41,SingleRun,0,12,0.04,0.2,0.75,1,698,254,8,0.0,18,19,7,11
42,11,11,42,SingleRun,0,12,0.04,0.2,0.75,1,698,246,13,0.0,22,25,9,12
43,11,11,43,SingleRun,0,12,0.04,0.2,0.75,0,656,276,25,0.0,34,35,10,14
44,11,11,44,SingleRun,0,12,0.04,0.2,0.75,0,585,322,49,0.0,53,52,16,21
45,11,11,45,SingleRun,0,12,0.04,0.2,0.75,0,560,298,31,0.0,64,62,19,28
46,11,11,46,SingleRun,0,12,0.04,0.2,0.75,0,526,301,42,0.0,82,73,23,37
47,11,11,47,SingleRun,0,12,0.04,0.2,0.75,0,467,318,35,0.0,95,87,26,42
48,11,11,48,SingleRun,0,12,0.04,0.2,0.75,0,455,295,64,0.0,105,121,33,55
49,11,11,49,SingleRun,0,12,0.04,0.2,0.75,0,355,331,60,0.0,122,145,39,68
50,11,11,50,SingleRun,0,12,0.04,0.2,0.75,0,353,273,68,0.0,139,175,48,80
51,11,11,51,SingleRun,0,12,0.04,0.2,0.75,0,353,205,44,0.0,157,190,49,90
52,11,11,52,SingleRun,0,12,0.04,0.2,0.75,0,353,161,28,0.0,167,201,52,94
53,11,11,53,SingleRun,0,12,0.04,0.2,0.75,0,353,133,23,0.0,170,211,55,101
54,11,11,54,SingleRun,0,12,0.04,0.2,0.75,0,353,110,21,0.0,176,218,57,107
55,11,11,55,SingleRun,0,12,0.04,0.2,0.75,0,352,90,21,0.0,185,226,60,108
56,11,11,56,SingleRun,0,12,0.04,0.2,0.75,0,352,69,20,0.0,191,232,60,116
57,11,11,57,SingleRun,0,12,0.04,0.2,0.75,0,352,49,15,0.0,197,236,62,119
58,11,11,58,SingleRun,0,12,0.04,0.2,0.75,0,352,34,8,0.0,203,237,63,119
59,11,11,59,SingleRun,0,12,0.04,0.2,0.75,0,352,26,7,0.0,207,239,63,120
60,11,11,60,SingleRun,0,12,0.04,0.2,0.75,0,351,20,2,0.0,207,240,64,120
61,11,11,61,SingleRun,0,12,0.04,0.2,0.75,0,351,18,5,0.0,208,243,64,121
