,RunId,iteration,Step,outcome_collection,watch_shift,communication_timing,media_weight_trust,media_weight_perc,phase_0,phase_1,phase_2,evac_agents,average_evac_time,hotel_choice,friends_choice,shelter_choice,stay_choice
0,0,0,0,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
1,0,0,1,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
2,0,0,2,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
3,0,0,3,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
4,0,0,4,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
5,0,0,5,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
6,0,0,6,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
7,0,0,7,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
8,0,0,8,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
9,0,0,9,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
10,0,0,10,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
11,0,0,11,SingleRun,12,0,0.04,0.2,936,64,0,0,0.0,0,0,0,0
12,0,0,12,SingleRun,12,0,0.04,0.2,897,98,5,0,0.0,0,0,0,0
13,0,0,13,SingleRun,12,0,0.04,0.2,477,504,19,0,0.0,0,0,0,0
14,0,0,14,SingleRun,12,0,0.04,0.2,237,650,113,0,0.0,0,0,0,0
15,0,0,15,SingleRun,12,0,0.04,0.2,153,609,238,1,0.0,1,0,0,0
16,0,0,16,SingleRun,12,0,0.04,0.2,128,592,279,0,0.0,1,0,0,0
17,0,0,17,SingleRun,12,0,0.04,0.2,114,577,308,0,0.0,1,0,0,0
18,0,0,18,SingleRun,12,0,0.04,0.2,108,564,327,0,0.0,1,0,0,0
19,0,0,19,SingleRun,12,0,0.04,0.2,104,543,352,2,0.0,1,2,0,0
20,0,0,20,SingleRun,12,0,0.04,0.2,104,538,355,1,0.0,2,2,0,0
21,0,0,21,SingleRun,12,0,0.04,0.2,101,526,369,2,0.0,3,3,0,0
22,0,0,22,SingleRun,12,0,0.04,0.2,99,523,372,1,0.0,3,3,0,1
23,0,0,23,SingleRun,12,0,0.04,0.2,83,516,394,3,0.0,5,4,0,1
24,0,0,24,SingleRun,12,0,0.04,0.2,76,508,406,4,0.0,7,5,0,2
25,0,0,25,SingleRun,12,0,0.04,0.2,31,452,503,2,0.0,7,6,1,2
26,0,0,26,SingleRun,12,0,0.04,0.2,14,368,602,6,0.0,10,8,1,3
27,0,0,27,SingleRun,12,0,0.04,0.2,14,359,605,5,0.0,12,10,1,4
28,0,0,28,SingleRun,12,0,0.04,0.2,12,354,607,4,0.0,15,10,1,5
29,0,0,29,SingleRun,12,0,0.04,0.2,12,354,603,8,0.0,18,13,2,6
30,0,0,30,SingleRun,12,0,0.04,0.2,12,354,595,4,0.0,20,14,3,6
31,0,0,31,SingleRun,12,0,0.04,0.2,11,348,598,3,0.0,22,15,3,6
32,0,0,32,SingleRun,12,0,0.04,0.2,11,348,595,12,0.0,24,21,7,6
33,0,0,33,SingleRun,12,0,0.04,0.2,11,348,583,11,0.0,29,25,8,7
34,0,0,34,SingleRun,12,0,0.04,0.2,8,338,585,9,0.0,30,30,9,9
35,0,0,35,SingleRun,12,0,0.04,0.2,8,336,578,9,0.0,32,37,9,9
36,0,0,36,SingleRun,12,0,0.04,0.2,8,315,590,11,0.0,35,42,9,12
37,0,0,37,SingleRun,12,0,0.04,0.2,6,303,593,22,0.0,40,53,11,16
38,0,0,38,SingleRun,12,0,0.04,0.2,5,300,575,16,0.0,45,61,12,18
39,0,0,39,SingleRun,12,0,0.04,0.2,5,298,561,8,0.0,47,66,12,19
40,0,0,40,SingleRun,12,0,0.04,0.2,5,297,554,16,0.0,52,72,14,22
41,0,0,41,SingleRun,12,0,0.04,0.2,5,297,538,23,0.0,61,80,15,27
42,0,0,42,SingleRun,12,0,0.04,0.2,5,297,515,15,0.0,68,85,15,30
43,0,0,43,SingleRun,12,0,0.04,0.2,4,268,530,45,0.0,83,96,21,43
44,0,0,44,SingleRun,12,0,0.04,0.2,0,213,544,76,0.0,112,122,25,60
45,0,0,45,SingleRun,12,0,0.04,0.2,0,196,485,73,0.0,136,148,27,81
46,0,0,46,SingleRun,12,0,0.04,0.2,0,167,441,51,0.0,149,167,34,93
47,0,0,47,SingleRun,12,0,0.04,0.2,0,140,417,42,0.0,161,180,37,107
48,0,0,48,SingleRun,12,0,0.04,0.2,0,124,391,59,0.0,177,200,43,124
49,0,0,49,SingleRun,12,0,0.04,0.2,0,113,343,44,0.0,192,216,44,136
50,0,0,50,SingleRun,12,0,0.04,0.2,0,113,299,55,0.0,213,232,47,151
51,0,0,51,SingleRun,12,0,0.04,0.2,0,113,244,41,0.0,220,256,50,158
52,0,0,52,SingleRun,12,0,0.04,0.2,0,113,203,26,0.0,228,262,53,167
53,0,0,53,SingleRun,12,0,0.04,0.2,0,113,177,27,0.0,235,278,55,169
54,0,0,54,SingleRun,12,0,0.04,0.2,0,113,150,20,0.0,245,284,58,170
55,0,0,55,SingleRun,12,0,0.04,0.2,0,113,130,22,0.0,257,288,59,175
56,0,0,56,SingleRun,12,0,0.04,0.2,0,113,108,17,0.0,259,298,60,179
57,0,0,57,SingleRun,12,0,0.04,0.2,0,113,91,10,0.0,263,303,60,180
58,0,0,58,SingleRun,12,0,0.04,0.2,0,113,81,8,0.0,266,308,60,180
59,0,0,59,SingleRun,12,0,0.04,0.2,0,113,73,17,0.0,272,312,63,184
60,0,0,60,SingleRun,12,0,0.04,0.2,0,113,56,8,0.0,275,315,64,185
61,0,0,61,SingleRun,12,0,0.04,0.2,0,78,83,26,0.0,282,327,66,190
62,0,0,62,SingleRun,12,0,0.04,0.2,0,75,60,12,0.0,287,328,68,194
63,0,0,63,SingleRun,12,0,0.04,0.2,0,75,48,18,0.0,292,336,69,198
64,0,0,64,SingleRun,12,0,0.04,0.2,0,75,30,9,0.0,294,341,69,200
65,0,0,65,SingleRun,12,0,0.04,0.2,0,75,21,6,0.0,295,345,69,201
66,0,0,66,SingleRun,12,0,0.04,0.2,0,75,15,3,0.0,296,346,69,202
67,0,0,67,SingleRun,12,0,0.04,0.2,0,75,12,3,0.0,296,346,70,204
68,0,0,68,SingleRun,12,0,0.04,0.2,0,73,11,5,0.0,298,348,71,204
69,0,0,69,SingleRun,12,0,0.04,0.2,0,73,6,1,0.0,298,348,71,205
70,0,0,70,SingleRun,12,0,0.04,0.2,0,73,5,3,0.0,299,350,71,205
71,0,0,71,SingleRun,12,0,0.04,0.2,0,73,2,1,0.0,300,350,71,205
72,0,0,72,SingleRun,12,0,0.04,0.2,0,73,1,0,0.0,300,350,71,205
73,0,0,73,SingleRun,12,0,0.04,0.2,0,73,1,0,0.0,300,350,71,205
74,0,0,74,SingleRun,12,0,0.04,0.2,0,73,1,1,0.0,300,350,71,206
75,0,0,75,SingleRun,12,0,0.04,0.2,0,72,1,0,0.0,300,350,71,206
76,0,0,76,SingleRun,12,0,0.04,0.2,0,72,1,0,0.0,300,350,71,206
77,0,0,77,SingleRun,12,0,0.04,0.2,0,67,6,2,0.0,301,351,71,206
78,0,0,78,SingleRun,12,0,0.04,0.2,0,67,4,0,0.0,301,351,71,206
79,0,0,79,SingleRun,12,0,0.04,0.2,0,61,10,3,0.0,303,352,71,206
80,0,0,80,SingleRun,12,0,0.04,0.2,0,43,25,8,0.0,304,358,71,207
81,0,0,81,SingleRun,12,0,0.04,0.2,0,40,20,8,0.0,307,360,71,210
82,0,0,82,SingleRun,12,0,0.04,0.2,0,40,12,4,0.0,308,360,72,212
83,0,0,83,SingleRun,12,0,0.04,0.2,0,40,8,2,0.0,308,362,72,212
84,0,0,84,SingleRun,12,0,0.04,0.2,0,39,7,2,0.0,310,362,72,212
85,0,0,85,SingleRun,12,0,0.04,0.2,0,39,5,3,0.0,310,364,72,213
86,0,0,86,SingleRun,12,0,0.04,0.2,0,39,2,2,0.0,311,365,72,213
87,0,0,87,SingleRun,12,0,0.04,0.2,0,39,0,0,49.41519250780437,311,365,72,213
88,2,2,0,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
89,2,2,1,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
90,2,2,2,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
91,2,2,3,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
92,2,2,4,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
93,2,2,5,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
94,2,2,6,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
95,2,2,7,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
96,2,2,8,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
97,2,2,9,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
98,2,2,10,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
99,2,2,11,SingleRun,12,0,0.04,0.2,965,35,0,0,0.0,0,0,0,0
100,2,2,12,SingleRun,12,0,0.04,0.2,941,57,2,0,0.0,0,0,0,0
101,2,2,13,SingleRun,12,0,0.04,0.2,538,452,10,0,0.0,0,0,0,0
102,2,2,14,SingleRun,12,0,0.04,0.2,297,601,102,0,0.0,0,0,0,0
103,2,2,15,SingleRun,12,0,0.04,0.2,203,580,217,0,0.0,0,0,0,0
104,2,2,16,SingleRun,12,0,0.04,0.2,166,553,281,0,0.0,0,0,0,0
105,2,2,17,SingleRun,12,0,0.04,0.2,148,547,305,0,0.0,0,0,0,0
106,2,2,18,SingleRun,12,0,0.04,0.2,137,538,325,3,0.0,0,2,1,0
107,2,2,19,SingleRun,12,0,0.04,0.2,127,527,343,4,0.0,1,5,1,0
108,2,2,20,SingleRun,12,0,0.04,0.2,126,520,347,4,0.0,1,6,2,2
109,2,2,21,SingleRun,12,0,0.04,0.2,121,514,354,2,0.0,2,7,2,2
110,2,2,22,SingleRun,12,0,0.04,0.2,119,512,356,6,0.0,4,9,3,3
111,2,2,23,SingleRun,12,0,0.04,0.2,104,516,361,5,0.0,7,10,3,4
112,2,2,24,SingleRun,12,0,0.04,0.2,97,512,367,5,0.0,9,12,3,5
113,2,2,25,SingleRun,12,0,0.04,0.2,33,471,467,2,0.0,10,13,3,5
114,2,2,26,SingleRun,12,0,0.04,0.2,13,396,560,6,0.0,13,14,5,5
115,2,2,27,SingleRun,12,0,0.04,0.2,11,384,568,5,0.0,13,17,5,7
116,2,2,28,SingleRun,12,0,0.04,0.2,10,368,580,7,0.0,18,19,5,7
117,2,2,29,SingleRun,12,0,0.04,0.2,10,367,574,8,0.0,18,25,6,8
118,2,2,30,SingleRun,12,0,0.04,0.2,9,368,566,9,0.0,22,27,6,11
119,2,2,31,SingleRun,12,0,0.04,0.2,8,368,558,7,0.0,24,30,7,12
120,2,2,32,SingleRun,12,0,0.04,0.2,8,368,551,8,0.0,26,32,9,14
121,2,2,33,SingleRun,12,0,0.04,0.2,8,366,545,12,0.0,29,37,10,17
122,2,2,34,SingleRun,12,0,0.04,0.2,7,352,548,10,0.0,31,42,10,20
123,2,2,35,SingleRun,12,0,0.04,0.2,7,348,542,15,0.0,37,46,10,25
124,2,2,36,SingleRun,12,0,0.04,0.2,7,326,549,9,0.0,40,48,11,28
125,2,2,37,SingleRun,12,0,0.04,0.2,3,312,558,9,0.0,42,49,12,33
126,2,2,38,SingleRun,12,0,0.04,0.2,3,307,554,10,0.0,46,53,13,34
127,2,2,39,SingleRun,12,0,0.04,0.2,3,306,545,14,0.0,49,59,16,36
128,2,2,40,SingleRun,12,0,0.04,0.2,3,305,532,19,0.0,52,69,17,41
129,2,2,41,SingleRun,12,0,0.04,0.2,3,305,513,20,0.0,59,76,19,45
130,2,2,42,SingleRun,12,0,0.04,0.2,3,305,493,21,0.0,63,87,21,49
131,2,2,43,SingleRun,12,0,0.04,0.2,2,277,501,42,0.0,74,102,26,60
132,2,2,44,SingleRun,12,0,0.04,0.2,0,219,519,61,0.0,95,127,28,73
133,2,2,45,SingleRun,12,0,0.04,0.2,0,205,472,63,0.0,117,154,33,82
134,2,2,46,SingleRun,12,0,0.04,0.2,0,191,423,59,0.0,135,172,44,94
135,2,2,47,SingleRun,12,0,0.04,0.2,0,163,392,56,0.0,154,192,47,108
136,2,2,48,SingleRun,12,0,0.04,0.2,0,151,348,55,0.0,165,217,52,122
137,2,2,49,SingleRun,12,0,0.04,0.2,0,143,301,42,0.0,179,234,54,131
138,2,2,50,SingleRun,12,0,0.04,0.2,0,142,260,33,0.0,188,245,57,141
139,2,2,51,SingleRun,12,0,0.04,0.2,0,142,227,31,0.0,200,255,59,148
140,2,2,52,SingleRun,12,0,0.04,0.2,0,142,196,20,0.0,202,266,61,153
141,2,2,53,SingleRun,12,0,0.04,0.2,0,142,176,20,0.0,207,276,61,158
142,2,2,54,SingleRun,12,0,0.04,0.2,0,142,156,19,0.0,211,283,64,163
143,2,2,55,SingleRun,12,0,0.04,0.2,0,142,137,21,0.0,219,289,67,167
144,2,2,56,SingleRun,12,0,0.04,0.2,0,142,116,19,0.0,223,295,67,176
145,2,2,57,SingleRun,12,0,0.04,0.2,0,142,97,14,0.0,225,302,70,178
146,2,2,58,SingleRun,12,0,0.04,0.2,0,142,83,12,0.0,229,308,71,179
147,2,2,59,SingleRun,12,0,0.04,0.2,0,142,71,13,0.0,229,315,71,185
148,2,2,60,SingleRun,12,0,0.04,0.2,0,142,58,16,0.0,234,321,73,188
149,2,2,61,SingleRun,12,0,0.04,0.2,0,97,87,12,0.0,237,325,75,191
150,2,2,62,SingleRun,12,0,0.04,0.2,0,96,76,16,0.0,241,334,75,194
151,2,2,63,SingleRun,12,0,0.04,0.2,0,96,60,11,0.0,242,341,76,196
152,2,2,64,SingleRun,12,0,0.04,0.2,0,96,49,15,0.0,247,346,79,198
153,2,2,65,SingleRun,12,0,0.04,0.2,0,96,34,8,0.0,249,347,82,200
154,2,2,66,SingleRun,12,0,0.04,0.2,0,96,26,9,0.0,251,348,84,204
155,2,2,67,SingleRun,12,0,0.04,0.2,0,96,17,6,0.0,252,348,85,208
156,2,2,68,SingleRun,12,0,0.04,0.2,0,96,11,1,0.0,253,348,85,208
157,2,2,69,SingleRun,12,0,0.04,0.2,0,96,10,2,0.0,254,349,85,208
158,2,2,70,SingleRun,12,0,0.04,0.2,0,96,8,1,0.0,255,349,85,208
159,2,2,71,SingleRun,12,0,0.04,0.2,0,96,7,2,0.0,255,351,85,208
160,2,2,72,SingleRun,12,0,0.04,0.2,0,96,5,1,0.0,255,351,85,209
161,2,2,73,SingleRun,12,0,0.04,0.2,0,96,4,2,0.0,255,352,85,210
162,2,2,74,SingleRun,12,0,0.04,0.2,0,96,2,0,0.0,255,352,85,210
163,2,2,75,SingleRun,12,0,0.04,0.2,0,96,2,0,0.0,255,352,85,210
164,2,2,76,SingleRun,12,0,0.04,0.2,0,96,2,0,0.0,255,352,85,210
165,2,2,77,SingleRun,12,0,0.04,0.2,0,93,5,3,0.0,257,352,85,211
166,2,2,78,SingleRun,12,0,0.04,0.2,0,93,2,0,0.0,257,352,85,211
167,2,2,79,SingleRun,12,0,0.04,0.2,0,89,6,2,0.0,257,353,85,212
168,2,2,80,SingleRun,12,0,0.04,0.2,0,59,34,10,0.0,260,355,85,217
169,2,2,81,SingleRun,12,0,0.04,0.2,0,58,25,8,0.0,263,357,85,220
170,2,2,82,SingleRun,12,0,0.04,0.2,0,58,17,3,0.0,263,359,85,221
171,2,2,83,SingleRun,12,0,0.04,0.2,0,58,14,5,0.0,265,361,85,222
172,2,2,84,SingleRun,12,0,0.04,0.2,0,56,11,7,0.0,270,362,85,223
173,2,2,85,SingleRun,12,0,0.04,0.2,0,56,4,1,0.0,270,362,86,223
174,2,2,86,SingleRun,12,0,0.04,0.2,0,56,3,2,0.0,270,362,87,224
175,2,2,87,SingleRun,12,0,0.04,0.2,0,56,1,1,49.2237539766702,270,363,87,224
176,6,6,0,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
177,6,6,1,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
178,6,6,2,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
179,6,6,3,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
180,6,6,4,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
181,6,6,5,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
182,6,6,6,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
183,6,6,7,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
184,6,6,8,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
185,6,6,9,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
186,6,6,10,SingleRun,12,0,0.04,0.2,1000,0,0,0,0.0,0,0,0,0
187,6,6,11,SingleRun,12,0,0.04,0.2,946,54,0,0,0.0,0,0,0,0
188,6,6,12,SingleRun,12,0,0.04,0.2,906,91,3,0,0.0,0,0,0,0
189,6,6,13,SingleRun,12,0,0.04,0.2,493,491,16,0,0.0,0,0,0,0
