,RunId,iteration,Step,outcome_collection,watch_shift,communication_timing,media_weight_trust,media_weight_perc,RA_base,phase_0,phase_1,phase_2,evac_agents,average_evac_time,hotel_choice,friends_choice,shelter_choice,stay_choice
0,3,3,0,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
1,3,3,1,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
2,3,3,2,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
3,3,3,3,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
4,3,3,4,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
5,3,3,5,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
6,3,3,6,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
7,3,3,7,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
8,3,3,8,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
9,3,3,9,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
10,3,3,10,SingleRun,12,0,0.04,0.2,0.75,1000,0,0,0,0.0,0,0,0,0
11,3,3,11,SingleRun,12,0,0.04,0.2,0.75,938,62,0,0,0.0,0,0,0,0
12,3,3,12,SingleRun,12,0,0.04,0.2,0.75,889,110,1,0,0.0,0,0,0,0
13,3,3,13,SingleRun,12,0,0.04,0.2,0.75,418,575,7,0,0.0,0,0,0,0
14,3,3,14,SingleRun,12,0,0.04,0.2,0.75,203,768,29,0,0.0,0,0,0,0
15,3,3,15,SingleRun,12,0,0.04,0.2,0.75,141,804,55,0,0.0,0,0,0,0
16,3,3,16,SingleRun,12,0,0.04,0.2,0.75,128,804,68,0,0.0,0,0,0,0
17,3,3,17,SingleRun,12,0,0.04,0.2,0.75,120,809,71,0,0.0,0,0,0,0
18,3,3,18,SingleRun,12,0,0.04,0.2,0.75,119,808,73,0,0.0,0,0,0,0
19,3,3,19,SingleRun,12,0,0.04,0.2,0.75,113,805,82,0,0.0,0,0,0,0
20,3,3,20,SingleRun,12,0,0.04,0.2,0.75,111,804,85,0,0.0,0,0,0,0
21,3,3,21,SingleRun,12,0,0.04,0.2,0.75,106,801,93,0,0.0,0,0,0,0
22,3,3,22,SingleRun,12,0,0.04,0.2,0.75,101,804,95,1,0.0,0,1,0,0
23,3,3,23,SingleRun,12,0,0.04,0.2,0.75,94,807,98,2,0.0,0,3,0,0
24,3,3,24,SingleRun,12,0,0.04,0.2,0.75,89,810,98,0,0.0,0,3,0,0
25,3,3,25,SingleRun,12,0,0.04,0.2,0.75,28,826,143,0,0.0,0,3,0,0
26,3,3,26,SingleRun,12,0,0.04,0.2,0.75,9,795,193,1,0.0,0,3,0,1
27,3,3,27,SingleRun,12,0,0.04,0.2,0.75,9,779,208,1,0.0,1,3,0,1
28,3,3,28,SingleRun,12,0,0.04,0.2,0.75,7,771,217,2,0.0,2,3,1,1
