,RunId,iteration,Step,outcome_collection,watch_shift,communication_timing,media_weight_trust,media_weight_perc,phase_0,phase_1,phase_2,evac_agents,average_evac_time,hotel_choice,friends_choice,shelter_choice,stay_choice
0,5,5,0,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
1,5,5,1,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
2,5,5,2,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
3,5,5,3,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
4,5,5,4,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
5,5,5,5,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
6,5,5,6,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
7,5,5,7,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
8,5,5,8,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
9,5,5,9,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
10,5,5,10,SingleRun,0,0,0.02,0.1,1000,0,0,0,0.0,0,0,0,0
11,5,5,11,SingleRun,0,0,0.02,0.1,997,3,0,0,0.0,0,0,0,0
12,5,5,12,SingleRun,0,0,0.02,0.1,997,3,0,0,0.0,0,0,0,0
13,5,5,13,SingleRun,0,0,0.02,0.1,996,4,0,0,0.0,0,0,0,0
14,5,5,14,SingleRun,0,0,0.02,0.1,996,4,0,0,0.0,0,0,0,0
15,5,5,15,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
16,5,5,16,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
17,5,5,17,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
18,5,5,18,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
19,5,5,19,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
20,5,5,20,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
21,5,5,21,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
22,5,5,22,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
23,5,5,23,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
24,5,5,24,SingleRun,0,0,0.02,0.1,994,6,0,0,0.0,0,0,0,0
25,5,5,25,SingleRun,0,0,0.02,0.1,992,8,0,0,0.0,0,0,0,0
26,5,5,26,SingleRun,0,0,0.02,0.1,971,29,0,0,0.0,0,0,0,0
27,5,5,27,SingleRun,0,0,0.02,0.1,961,37,2,0,0.0,0,0,0,0
28,5,5,28,SingleRun,0,0,0.02,0.1,951,46,3,0,0.0,0,0,0,0
29,5,5,29,SingleRun,0,0,0.02,0.1,948,49,3,0,0.0,0,0,0,0
30,5,5,30,SingleRun,0,0,0.02,0.1,946,51,3,0,0.0,0,0,0,0
31,5,5,31,SingleRun,0,0,0.02,0.1,943,54,3,0,0.0,0,0,0,0
