,RunId,iteration,Step,outcome_collection,ceiling,grow_factor,media_weight_trust,media_weight_perc,phase_change_factor,phase_0,phase_1,phase_2,evac_agents,average_evac_time,hotel_choice,friends_choice,shelter_choice,stay_choice
0,7,7,0,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
1,7,7,1,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
2,7,7,2,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
3,7,7,3,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
4,7,7,4,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
5,7,7,5,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
6,7,7,6,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
7,7,7,7,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
8,7,7,8,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
9,7,7,9,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
10,7,7,10,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
11,7,7,11,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
12,7,7,12,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
13,7,7,13,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
14,7,7,14,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
15,7,7,15,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
16,7,7,16,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
17,7,7,17,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
18,7,7,18,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
19,7,7,19,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
20,7,7,20,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
21,7,7,21,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
22,7,7,22,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
23,7,7,23,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
24,7,7,24,SingleRun,0.4,30,0.02,0.1,0.1,1000,0,0,0,0.0,0,0,0,0
25,7,7,25,SingleRun,0.4,30,0.02,0.1,0.1,999,1,0,0,0.0,0,0,0,0
26,7,7,26,SingleRun,0.4,30,0.02,0.1,0.1,937,63,0,0,0.0,0,0,0,0
27,7,7,27,SingleRun,0.4,30,0.02,0.1,0.1,906,87,7,0,0.0,0,0,0,0
28,7,7,28,SingleRun,0.4,30,0.02,0.1,0.1,859,128,13,0,0.0,0,0,0,0
29,7,7,29,SingleRun,0.4,30,0.02,0.1,0.1,829,155,16,0,0.0,0,0,0,0
30,7,7,30,SingleRun,0.4,30,0.02,0.1,0.1,810,171,19,0,0.0,0,0,0,0
31,7,7,31,SingleRun,0.4,30,0.02,0.1,0.1,776,202,22,0,0.0,0,0,0,0
32,7,7,32,SingleRun,0.4,30,0.02,0.1,0.1,761,215,24,0,0.0,0,0,0,0
33,7,7,33,SingleRun,0.4,30,0.02,0.1,0.1,737,236,27,0,0.0,0,0,0,0
34,7,7,34,SingleRun,0.4,30,0.02,0.1,0.1,562,395,43,1,0.0,1,0,0,0
35,7,7,35,SingleRun,0.4,30,0.02,0.1,0.1,438,466,95,1,0.0,2,0,0,0
36,7,7,36,SingleRun,0.4,30,0.02,0.1,0.1,277,556,165,1,0.0,3,0,0,0
37,7,7,37,SingleRun,0.4,30,0.02,0.1,0.1,158,583,256,2,0.0,3,2,0,0
38,7,7,38,SingleRun,0.4,30,0.02,0.1,0.1,117,556,322,2,0.0,4,2,0,1
39,7,7,39,SingleRun,0.4,30,0.02,0.1,0.1,109,538,346,1,0.0,5,2,0,1
40,7,7,40,SingleRun,0.4,30,0.02,0.1,0.1,106,527,359,3,0.0,8,2,0,1
41,7,7,41,SingleRun,0.4,30,0.02,0.1,0.1,106,511,372,5,0.0,11,3,1,1
42,7,7,42,SingleRun,0.4,30,0.02,0.1,0.1,106,509,369,4,0.0,12,5,2,1
43,7,7,43,SingleRun,0.4,30,0.02,0.1,0.1,65,481,434,6,0.0,12,10,2,2
44,7,7,44,SingleRun,0.4,30,0.02,0.1,0.1,53,467,454,7,0.0,16,11,4,2
45,7,7,45,SingleRun,0.4,30,0.02,0.1,0.1,44,449,474,7,0.0,19,14,4,3
46,7,7,46,SingleRun,0.4,30,0.02,0.1,0.1,35,440,485,6,0.0,23,15,4,4
47,7,7,47,SingleRun,0.4,30,0.02,0.1,0.1,21,410,523,7,0.0,23,18,6,6
48,7,7,48,SingleRun,0.4,30,0.02,0.1,0.1,19,376,552,9,0.0,30,20,6,6
49,7,7,49,SingleRun,0.4,30,0.02,0.1,0.1,14,354,570,19,0.0,35,30,7,9
