Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
0.12061234186685985,-1.5886866565826379,-1.0102905658241024,-1.3714152607215675,0.27556908135545766,-0.10063088009182758,-0.19238877739801682,-1.6580595245877658,-0.17915185142283857,-1.1515777581519007
0.7873538717623083,0.5796957993185743,1.3550269560531092,1.237615377323323,0.9771696754247259,-1.1353948791576391,1.1191697467044188,1.6540679714601858,1.0927236220908718,1.5340350135001855
-0.2573273474509702,0.38602702421052987,0.9851143002742847,-0.5927807670680785,0.9628340106334508,0.3998645882267203,1.9109917897377893,0.9298062968952011,1.0927236220908718,-1.1515777581519007
0.3442633354944351,-0.4100890977564989,1.1040188333005274,-1.385217695084628,0.7242567419301028,0.6661707152555664,0.045258910961847955,0.17066327569990447,0.30131963101308995,0.7408020626792666
1.1456814412215957,1.4056364851625243,1.0635203772379123,0.9925378719632115,1.6994523933755177,1.1399842784306877,1.6367104461452209,1.2143279447034243,1.0927236220908718,1.5340350135001855
-1.8412915435286603,-0.22554417935668655,1.105582317184271,1.237615377323323,-0.6154597807035845,0.4336376506554362,1.3934510902969872,1.6540679714601858,1.5697898169507976,0.7408020626792666
0.8239432175601143,0.19930386315113618,-0.18198708837021702,-0.06689994169912217,-0.6361419045851078,-1.0732836348959252,-1.2440790609659198,-0.5884797454953923,-1.5713709801301,-2.4943841439779435
1.3499019311992058,-0.38235403457125,1.1040188333005274,0.7178608233930065,1.172944402504748,1.4417197445778214,1.385643641180355,1.3695463236519627,0.2979143434370872,0.19122862767414248
0.302829246808826,-0.8133599837522073,0.2120805459791159,0.7178608233930065,0.2120844158506084,0.16733152362659012,1.1191697467044188,0.45518492350812756,1.0927236220908718,-1.1515777581519007
1.1808894858075825,1.2119677100544797,0.33098507900535873,0.2535892861783253,-0.25093890951531195,-2.116795067936598,-2.2957693445338228,0.1357819290695925,-0.5714485593857268,-2.7380436597937385
-1.7840611879952193,1.4056364851625243,1.5912638117095894,0.1144020972879442,1.6994523933755177,0.6411450868017116,1.9109917897377893,0.7397065713163504,1.5697898169507976,1.5340350135001855
1.367060773347047,0.4198971821247717,1.3823176289033663,0.4528546122311944,0.06545868948416043,1.4079466821491053,0.6072407147519857,1.6540679714601858,1.5697898169507976,0.7408020626792666
